key,dataset,algorithm,algorithm_class,seed,metric,k,value
HetrecLastFM|ALS|seed=42|NDCG@5,HetrecLastFM,ALS,lenskit.als._implicit.ImplicitMFScorer,42,NDCG,5,0.11548550660542413
HetrecLastFM|ALS|seed=42|NDCG@10,HetrecLastFM,ALS,lenskit.als._implicit.ImplicitMFScorer,42,NDCG,10,0.12084997412087704
HetrecLastFM|ALS|seed=42|Precision@1,HetrecLastFM,ALS,lenskit.als._implicit.ImplicitMFScorer,42,Precision,1,0.12201834862385322
HetrecLastFM|ALS|seed=42|Precision@5,HetrecLastFM,ALS,lenskit.als._implicit.ImplicitMFScorer,42,Precision,5,0.0926605504587156
HetrecLastFM|ALS|seed=42|Precision@10,HetrecLastFM,ALS,lenskit.als._implicit.ImplicitMFScorer,42,Precision,10,0.07614678899082569
HetrecLastFM|ItemKNN|seed=42|NDCG@1,HetrecLastFM,ItemKNN,lenskit.knn.item.ItemKNNScorer,42,NDCG,1,0.09908256880733946
HetrecLastFM|ItemKNN|seed=42|NDCG@5,HetrecLastFM,ItemKNN,lenskit.knn.item.ItemKNNScorer,42,NDCG,5,0.10200841608887468
HetrecLastFM|ItemKNN|seed=42|NDCG@10,HetrecLastFM,ItemKNN,lenskit.knn.item.ItemKNNScorer,42,NDCG,10,0.1146909383417444
HetrecLastFM|ItemKNN|seed=42|Precision@1,HetrecLastFM,ItemKNN,lenskit.knn.item.ItemKNNScorer,42,Precision,1,0.09908256880733946
HetrecLastFM|ItemKNN|seed=42|Precision@5,HetrecLastFM,ItemKNN,lenskit.knn.item.ItemKNNScorer,42,Precision,5,0.08330275229357799
HetrecLastFM|ItemKNN|seed=42|Precision@10,HetrecLastFM,ItemKNN,lenskit.knn.item.ItemKNNScorer,42,Precision,10,0.07256880733944954
HetrecLastFM|Pop|seed=42|NDCG@1,HetrecLastFM,Pop,lenskit.basic.popularity.PopScorer,42,NDCG,1,0.03669724770642202
HetrecLastFM|Pop|seed=42|NDCG@5,HetrecLastFM,Pop,lenskit.basic.popularity.PopScorer,42,NDCG,5,0.0634279516972452
HetrecLastFM|Pop|seed=42|NDCG@10,HetrecLastFM,Pop,lenskit.basic.popularity.PopScorer,42,NDCG,10,0.0725999872710564
HetrecLastFM|Pop|seed=42|Precision@1,HetrecLastFM,Pop,lenskit.basic.popularity.PopScorer,42,Precision,1,0.03669724770642202
HetrecLastFM|Pop|seed=42|Precision@5,HetrecLastFM,Pop,lenskit.basic.popularity.PopScorer,42,Precision,5,0.050091743119266056
HetrecLastFM|Pop|seed=42|Precision@10,HetrecLastFM,Pop,lenskit.basic.popularity.PopScorer,42,Precision,10,0.04348623853211009
HetrecLastFM|ALS|seed=43|NDCG@1,HetrecLastFM,ALS,lenskit.als._implicit.ImplicitMFScorer,43,NDCG,1,0.10733944954128441
HetrecLastFM|ALS|seed=43|NDCG@5,HetrecLastFM,ALS,lenskit.als._implicit.ImplicitMFScorer,43,NDCG,5,0.09552752771761823
HetrecLastFM|ALS|seed=43|NDCG@10,HetrecLastFM,ALS,lenskit.als._implicit.ImplicitMFScorer,43,NDCG,10,0.09813234864309955
HetrecLastFM|ALS|seed=43|Precision@1,HetrecLastFM,ALS,lenskit.als._implicit.ImplicitMFScorer,43,Precision,1,0.10733944954128441
HetrecLastFM|ALS|seed=43|Precision@5,HetrecLastFM,ALS,lenskit.als._implicit.ImplicitMFScorer,43,Precision,5,0.08128440366972477
HetrecLastFM|ALS|seed=43|Precision@10,HetrecLastFM,ALS,lenskit.als._implicit.ImplicitMFScorer,43,Precision,10,0.06862385321100918
HetrecLastFM|ItemKNN|seed=43|NDCG@1,HetrecLastFM,ItemKNN,lenskit.knn.item.ItemKNNScorer,43,NDCG,1,0.0834862385321101
HetrecLastFM|ItemKNN|seed=43|NDCG@5,HetrecLastFM,ItemKNN,lenskit.knn.item.ItemKNNScorer,43,NDCG,5,0.09199429396080988
HetrecLastFM|ItemKNN|seed=43|NDCG@10,HetrecLastFM,ItemKNN,lenskit.knn.item.ItemKNNScorer,43,NDCG,10,0.09959743853780485
HetrecLastFM|ItemKNN|seed=43|Precision@1,HetrecLastFM,ItemKNN,lenskit.knn.item.ItemKNNScorer,43,Precision,1,0.0834862385321101
HetrecLastFM|ItemKNN|seed=43|Precision@5,HetrecLastFM,ItemKNN,lenskit.knn.item.ItemKNNScorer,43,Precision,5,0.08146788990825689
HetrecLastFM|ItemKNN|seed=43|Precision@10,HetrecLastFM,ItemKNN,lenskit.knn.item.ItemKNNScorer,43,Precision,10,0.06798165137614678
HetrecLastFM|Pop|seed=43|NDCG@1,HetrecLastFM,Pop,lenskit.basic.popularity.PopScorer,43,NDCG,1,0.03761467889908257
HetrecLastFM|Pop|seed=43|NDCG@5,HetrecLastFM,Pop,lenskit.basic.popularity.PopScorer,43,NDCG,5,0.03470774578956676
HetrecLastFM|Pop|seed=43|NDCG@10,HetrecLastFM,Pop,lenskit.basic.popularity.PopScorer,43,NDCG,10,0.03856879107246706
HetrecLastFM|Pop|seed=43|Precision@1,HetrecLastFM,Pop,lenskit.basic.popularity.PopScorer,43,Precision,1,0.03761467889908257
HetrecLastFM|Pop|seed=43|Precision@5,HetrecLastFM,Pop,lenskit.basic.popularity.PopScorer,43,Precision,5,0.03394495412844037
HetrecLastFM|Pop|seed=43|Precision@10,HetrecLastFM,Pop,lenskit.basic.popularity.PopScorer,43,Precision,10,0.034403669724770644
HetrecLastFM|ALS|seed=44|NDCG@1,HetrecLastFM,ALS,lenskit.als._implicit.ImplicitMFScorer,44,NDCG,1,0.13669724770642203
HetrecLastFM|ALS|seed=44|NDCG@5,HetrecLastFM,ALS,lenskit.als._implicit.ImplicitMFScorer,44,NDCG,5,0.1129720547509147
HetrecLastFM|ALS|seed=44|NDCG@10,HetrecLastFM,ALS,lenskit.als._implicit.ImplicitMFScorer,44,NDCG,10,0.12057402846971739
HetrecLastFM|ALS|seed=44|Precision@1,HetrecLastFM,ALS,lenskit.als._implicit.ImplicitMFScorer,44,Precision,1,0.13669724770642203
HetrecLastFM|ALS|seed=44|Precision@5,HetrecLastFM,ALS,lenskit.als._implicit.ImplicitMFScorer,44,Precision,5,0.09045871559633027
HetrecLastFM|ALS|seed=44|Precision@10,HetrecLastFM,ALS,lenskit.als._implicit.ImplicitMFScorer,44,Precision,10,0.0744954128440367
HetrecLastFM|ItemKNN|seed=44|NDCG@1,HetrecLastFM,ItemKNN,lenskit.knn.item.ItemKNNScorer,44,NDCG,1,0.11467889908256881
HetrecLastFM|ItemKNN|seed=44|NDCG@5,HetrecLastFM,ItemKNN,lenskit.knn.item.ItemKNNScorer,44,NDCG,5,0.10318492281770447
HetrecLastFM|ItemKNN|seed=44|NDCG@10,HetrecLastFM,ItemKNN,lenskit.knn.item.ItemKNNScorer,44,NDCG,10,0.11569275354839434
HetrecLastFM|ItemKNN|seed=44|Precision@1,HetrecLastFM,ItemKNN,lenskit.knn.item.ItemKNNScorer,44,Precision,1,0.11467889908256881
HetrecLastFM|ItemKNN|seed=44|Precision@5,HetrecLastFM,ItemKNN,lenskit.knn.item.ItemKNNScorer,44,Precision,5,0.08146788990825689
HetrecLastFM|ItemKNN|seed=44|Precision@10,HetrecLastFM,ItemKNN,lenskit.knn.item.ItemKNNScorer,44,Precision,10,0.07155963302752294
HetrecLastFM|Pop|seed=44|NDCG@1,HetrecLastFM,Pop,lenskit.basic.popularity.PopScorer,44,NDCG,1,0.043119266055045874
HetrecLastFM|Pop|seed=44|NDCG@5,HetrecLastFM,Pop,lenskit.basic.popularity.PopScorer,44,NDCG,5,0.053676549391802164
HetrecLastFM|Pop|seed=44|NDCG@10,HetrecLastFM,Pop,lenskit.basic.popularity.PopScorer,44,NDCG,10,0.0603507410637182
HetrecLastFM|Pop|seed=44|Precision@1,HetrecLastFM,Pop,lenskit.basic.popularity.PopScorer,44,Precision,1,0.043119266055045874
HetrecLastFM|Pop|seed=44|Precision@5,HetrecLastFM,Pop,lenskit.basic.popularity.PopScorer,44,Precision,5,0.039816513761467894
HetrecLastFM|Pop|seed=44|Precision@10,HetrecLastFM,Pop,lenskit.basic.popularity.PopScorer,44,Precision,10,0.035871559633027524
HetrecLastFM|ALS|seed=45|NDCG@1,HetrecLastFM,ALS,lenskit.als._implicit.ImplicitMFScorer,45,NDCG,1,0.10733944954128441
HetrecLastFM|ALS|seed=45|NDCG@5,HetrecLastFM,ALS,lenskit.als._implicit.ImplicitMFScorer,45,NDCG,5,0.11176622501664608
HetrecLastFM|ALS|seed=45|NDCG@10,HetrecLastFM,ALS,lenskit.als._implicit.ImplicitMFScorer,45,NDCG,10,0.1183305911542154
HetrecLastFM|ALS|seed=45|Precision@1,HetrecLastFM,ALS,lenskit.als._implicit.ImplicitMFScorer,45,Precision,1,0.10733944954128441
HetrecLastFM|ALS|seed=45|Precision@5,HetrecLastFM,ALS,lenskit.als._implicit.ImplicitMFScorer,45,Precision,5,0.09027522935779816
HetrecLastFM|ALS|seed=45|Precision@10,HetrecLastFM,ALS,lenskit.als._implicit.ImplicitMFScorer,45,Precision,10,0.07614678899082569
HetrecLastFM|ItemKNN|seed=45|NDCG@1,HetrecLastFM,ItemKNN,lenskit.knn.item.ItemKNNScorer,45,NDCG,1,0.0981651376146789
HetrecLastFM|ItemKNN|seed=45|NDCG@5,HetrecLastFM,ItemKNN,lenskit.knn.item.ItemKNNScorer,45,NDCG,5,0.09924933689935735
HetrecLastFM|ItemKNN|seed=45|NDCG@10,HetrecLastFM,ItemKNN,lenskit.knn.item.ItemKNNScorer,45,NDCG,10,0.10779502757655239
HetrecLastFM|ItemKNN|seed=45|Precision@1,HetrecLastFM,ItemKNN,lenskit.knn.item.ItemKNNScorer,45,Precision,1,0.0981651376146789
HetrecLastFM|ItemKNN|seed=45|Precision@5,HetrecLastFM,ItemKNN,lenskit.knn.item.ItemKNNScorer,45,Precision,5,0.081651376146789
HetrecLastFM|ItemKNN|seed=45|Precision@10,HetrecLastFM,ItemKNN,lenskit.knn.item.ItemKNNScorer,45,Precision,10,0.06862385321100917
HetrecLastFM|Pop|seed=45|NDCG@1,HetrecLastFM,Pop,lenskit.basic.popularity.PopScorer,45,NDCG,1,0.043119266055045874
HetrecLastFM|Pop|seed=45|NDCG@5,HetrecLastFM,Pop,lenskit.basic.popularity.PopScorer,45,NDCG,5,0.04607440900402954
HetrecLastFM|Pop|seed=45|NDCG@10,HetrecLastFM,Pop,lenskit.basic.popularity.PopScorer,45,NDCG,10,0.052083519413247036
HetrecLastFM|Pop|seed=45|Precision@1,HetrecLastFM,Pop,lenskit.basic.popularity.PopScorer,45,Precision,1,0.043119266055045874
HetrecLastFM|Pop|seed=45|Precision@5,HetrecLastFM,Pop,lenskit.basic.popularity.PopScorer,45,Precision,5,0.04073394495412844
HetrecLastFM|Pop|seed=45|Precision@10,HetrecLastFM,Pop,lenskit.basic.popularity.PopScorer,45,Precision,10,0.03752293577981652
HetrecLastFM|ALS|seed=46|NDCG@1,HetrecLastFM,ALS,lenskit.als._implicit.ImplicitMFScorer,46,NDCG,1,0.12935779816513762
HetrecLastFM|ALS|seed=46|NDCG@5,HetrecLastFM,ALS,lenskit.als._implicit.ImplicitMFScorer,46,NDCG,5,0.11803152313754864
HetrecLastFM|ALS|seed=46|NDCG@10,HetrecLastFM,ALS,lenskit.als._implicit.ImplicitMFScorer,46,NDCG,10,0.1226794740859123
HetrecLastFM|ALS|seed=46|Precision@1,HetrecLastFM,ALS,lenskit.als._implicit.ImplicitMFScorer,46,Precision,1,0.12935779816513762
HetrecLastFM|ALS|seed=46|Precision@5,HetrecLastFM,ALS,lenskit.als._implicit.ImplicitMFScorer,46,Precision,5,0.10073394495412845
HetrecLastFM|ALS|seed=46|Precision@10,HetrecLastFM,ALS,lenskit.als._implicit.ImplicitMFScorer,46,Precision,10,0.08229357798165136
HetrecLastFM|ItemKNN|seed=46|NDCG@1,HetrecLastFM,ItemKNN,lenskit.knn.item.ItemKNNScorer,46,NDCG,1,0.10366972477064221
HetrecLastFM|ItemKNN|seed=46|NDCG@5,HetrecLastFM,ItemKNN,lenskit.knn.item.ItemKNNScorer,46,NDCG,5,0.09528847537536363
HetrecLastFM|ItemKNN|seed=46|NDCG@10,HetrecLastFM,ItemKNN,lenskit.knn.item.ItemKNNScorer,46,NDCG,10,0.10467682744648435
HetrecLastFM|ItemKNN|seed=46|Precision@1,HetrecLastFM,ItemKNN,lenskit.knn.item.ItemKNNScorer,46,Precision,1,0.10366972477064221
HetrecLastFM|ItemKNN|seed=46|Precision@5,HetrecLastFM,ItemKNN,lenskit.knn.item.ItemKNNScorer,46,Precision,5,0.08311926605504587
HetrecLastFM|ItemKNN|seed=46|Precision@10,HetrecLastFM,ItemKNN,lenskit.knn.item.ItemKNNScorer,46,Precision,10,0.07128440366972477
HetrecLastFM|Pop|seed=46|NDCG@1,HetrecLastFM,Pop,lenskit.basic.popularity.PopScorer,46,NDCG,1,0.045871559633027525
HetrecLastFM|Pop|seed=46|NDCG@5,HetrecLastFM,Pop,lenskit.basic.popularity.PopScorer,46,NDCG,5,0.06146316049225529
HetrecLastFM|Pop|seed=46|NDCG@10,HetrecLastFM,Pop,lenskit.basic.popularity.PopScorer,46,NDCG,10,0.0671622440160564
HetrecLastFM|Pop|seed=46|Precision@1,HetrecLastFM,Pop,lenskit.basic.popularity.PopScorer,46,Precision,1,0.045871559633027525
HetrecLastFM|Pop|seed=46|Precision@5,HetrecLastFM,Pop,lenskit.basic.popularity.PopScorer,46,Precision,5,0.05339449541284404
HetrecLastFM|Pop|seed=46|Precision@10,HetrecLastFM,Pop,lenskit.basic.popularity.PopScorer,46,Precision,10,0.045504587155963304
